Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumberCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
48,Yes,Travel_Frequently,Sales,7,College,Medical,1691,Very High,Female,High,Entry,Sales Representative,High,Married,2655,2,Yes,11,Excellent,High,Medium,19,3,Better,9,7,7,7
32,Yes,Travel_Rarely,Research & Development,2,Masters,Life Sciences,1692,Very High,Male,High,Entry,Laboratory Technician,Medium,Single,1393,1,No,12,Excellent,Low,None,1,2,Better,1,0,0,0
26,No,Non-Travel,Research & Development,7,Bachelors,Medical,1693,Very High,Male,High,Entry,Laboratory Technician,Very High,Single,2570,1,No,20,Outstanding,High,None,7,5,Better,7,7,5,7
55,No,Travel_Rarely,Research & Development,22,Bachelors,Technical Degree,1694,Low,Male,Medium,Entry,Research Scientist,Medium,Divorced,3537,5,No,12,Excellent,Very High,Low,8,1,Better,4,2,1,2
34,No,Travel_Rarely,Research & Development,5,College,Medical,1696,Medium,Male,Medium,Experienced,Laboratory Technician,Very High,Married,3986,1,No,14,Excellent,High,Low,15,3,Best,15,10,4,13
60,No,Travel_Rarely,Research & Development,1,Masters,Medical,1697,High,Male,Low,Senior,Healthcare Representative,Very High,Divorced,10883,3,No,20,Outstanding,High,Low,19,2,Best,1,0,0,0
33,No,Travel_Rarely,Research & Development,21,Bachelors,Medical,1698,Medium,Male,Very High,Entry,Laboratory Technician,Medium,Married,2028,1,No,18,Excellent,Very High,High,14,6,Better,14,11,2,13
37,No,Travel_Frequently,Sales,1,Masters,Medical,1700,High,Male,Low,Experienced,Sales Executive,Very High,Divorced,9525,1,No,14,Excellent,High,Medium,6,2,Good,6,3,1,3
34,No,Travel_Rarely,Research & Development,19,Bachelors,Life Sciences,1701,Medium,Female,Medium,Entry,Research Scientist,Very High,Married,2929,1,No,12,Excellent,Medium,None,10,3,Better,10,9,8,7
23,Yes,Travel_Rarely,Sales,7,Bachelors,Life Sciences,1702,High,Male,High,Entry,Sales Representative,Very High,Divorced,2275,1,Yes,21,Outstanding,Medium,Low,3,2,Better,3,2,0,2
44,No,Travel_Rarely,Research & Development,2,Bachelors,Life Sciences,1703,High,Female,Very High,Senior,Healthcare Representative,Very High,Married,7879,1,Yes,19,Excellent,Medium,Low,9,2,Better,8,7,6,7
35,No,Travel_Frequently,Research & Development,2,Masters,Medical,1704,Low,Male,Medium,Entry,Research Scientist,Very High,Single,4930,0,Yes,14,Excellent,High,None,6,2,Best,5,4,1,4
43,No,Travel_Rarely,Sales,2,Bachelors,Medical,1706,Very High,Male,High,Experienced,Sales Executive,Very High,Married,7847,1,Yes,17,Excellent,Low,Low,10,3,Better,10,9,8,8
24,No,Travel_Rarely,Research & Development,9,Bachelors,Medical,1707,High,Male,Very High,Entry,Research Scientist,High,Married,4401,1,No,16,Excellent,Very High,Low,5,1,Better,5,3,0,4
41,No,Travel_Rarely,Sales,6,Bachelors,Marketing,1708,Very High,Male,High,Senior,Sales Executive,High,Single,9241,1,No,12,Excellent,Medium,None,10,3,Better,10,8,8,7
29,No,Travel_Rarely,Research & Development,9,Masters,Medical,1709,Very High,Female,High,Entry,Laboratory Technician,High,Married,2974,9,No,17,Excellent,High,Low,9,2,Better,5,3,1,2
36,No,Travel_Rarely,Sales,2,Masters,Life Sciences,1710,High,Female,High,Experienced,Sales Representative,Very High,Single,4502,3,No,15,Excellent,High,None,17,2,Good,13,7,6,7
45,No,Non-Travel,Research & Development,1,Below College,Life Sciences,1712,High,Male,Medium,Senior,Healthcare Representative,High,Married,10748,3,No,23,Outstanding,Very High,Low,25,3,Good,23,15,14,4
24,Yes,Travel_Rarely,Human Resources,22,Below College,Human Resources,1714,Very High,Male,Low,Entry,Human Resources,High,Married,1555,1,No,11,Excellent,High,Low,1,2,Better,1,0,0,0
47,Yes,Travel_Frequently,Sales,9,Bachelors,Life Sciences,1716,High,Male,Low,Manager,Sales Executive,High,Married,12936,7,No,11,Excellent,High,None,25,3,Bad,23,5,14,10
26,No,Travel_Rarely,Research & Development,17,Masters,Medical,1718,Very High,Male,Low,Entry,Laboratory Technician,High,Married,2305,1,No,15,Excellent,High,High,3,3,Best,3,2,0,2
45,No,Travel_Rarely,Research & Development,28,College,Technical Degree,1719,Very High,Female,Medium,Manager,Research Director,Medium,Single,16704,1,No,11,Excellent,High,None,21,2,Better,21,6,8,6
32,No,Travel_Frequently,Research & Development,10,Bachelors,Life Sciences,1720,Low,Male,High,Entry,Research Scientist,High,Married,3433,6,No,13,Excellent,Low,Low,10,3,Good,5,2,1,3
31,No,Travel_Rarely,Research & Development,2,Masters,Life Sciences,1721,Medium,Male,High,Entry,Laboratory Technician,High,Married,3477,1,No,14,Excellent,Very High,Low,6,2,Best,5,2,0,3
41,No,Non-Travel,Human Resources,4,Bachelors,Human Resources,1722,High,Male,Low,Experienced,Human Resources,Medium,Married,6430,6,No,19,Excellent,Medium,Low,10,4,Better,3,2,1,2
40,No,Travel_Rarely,Research & Development,8,College,Life Sciences,1724,Medium,Female,High,Experienced,Manufacturing Director,Low,Married,6516,2,Yes,16,Excellent,Medium,Low,18,3,Better,1,0,0,0
24,No,Travel_Rarely,Research & Development,29,Below College,Medical,1725,Medium,Male,High,Entry,Laboratory Technician,Low,Divorced,3907,1,No,13,Excellent,Medium,High,6,2,Best,6,2,1,2
46,No,Travel_Rarely,Research & Development,13,Masters,Life Sciences,1727,High,Male,High,Experienced,Healthcare Representative,Medium,Single,5562,6,No,14,Excellent,Very High,None,19,3,Better,10,7,0,9
35,No,Travel_Rarely,Research & Development,27,Masters,Life Sciences,1728,Very High,Male,High,Experienced,Manufacturing Director,High,Married,6883,2,No,16,Excellent,Medium,Low,17,3,Better,7,7,0,7
30,No,Travel_Rarely,Research & Development,16,Below College,Life Sciences,1729,Medium,Male,High,Entry,Research Scientist,Very High,Married,2862,1,No,12,Excellent,Medium,Low,10,2,Good,10,0,0,8
47,No,Non-Travel,Sales,2,Masters,Marketing,1731,High,Male,High,Experienced,Sales Executive,Medium,Married,4978,7,No,11,Excellent,Very High,Low,4,3,Bad,1,0,0,0
46,No,Travel_Rarely,Sales,2,Bachelors,Life Sciences,1732,High,Male,High,Senior,Sales Executive,Very High,Divorced,10368,4,Yes,12,Excellent,Medium,Low,13,5,Good,10,6,0,3
36,Yes,Travel_Rarely,Sales,13,Doctorate,Marketing,1733,Medium,Male,Medium,Experienced,Sales Executive,Low,Divorced,6134,5,Yes,13,Excellent,Medium,High,16,3,Better,2,2,2,2
32,Yes,Travel_Rarely,Sales,1,College,Life Sciences,1734,Low,Male,Low,Experienced,Sales Executive,Medium,Single,6735,6,No,15,Excellent,Medium,None,10,2,Better,0,0,0,0
23,No,Travel_Rarely,Research & Development,4,Below College,Medical,1735,High,Female,High,Entry,Laboratory Technician,Medium,Single,3295,1,No,13,Excellent,High,None,3,3,Bad,3,2,1,2
31,No,Travel_Frequently,Research & Development,24,Below College,Technical Degree,1736,Very High,Female,High,Experienced,Manufacturing Director,Very High,Single,5238,2,No,20,Outstanding,Very High,None,9,3,Good,5,4,1,4
39,No,Non-Travel,Research & Development,1,Bachelors,Life Sciences,1737,Very High,Male,High,Experienced,Laboratory Technician,Very High,Married,6472,1,Yes,15,Excellent,Very High,Low,9,2,Better,9,8,5,8
32,No,Travel_Rarely,Sales,19,Bachelors,Life Sciences,1739,Very High,Male,Low,Senior,Sales Executive,High,Married,9610,3,No,13,Excellent,High,Low,10,2,Bad,4,3,0,2
40,No,Travel_Rarely,Sales,7,Masters,Medical,1740,Medium,Male,High,Director,Manager,Medium,Single,19833,1,No,14,Excellent,Medium,None,21,3,Good,21,8,12,8
45,No,Travel_Rarely,Human Resources,4,Bachelors,Life Sciences,1744,High,Female,Low,Senior,Human Resources,High,Married,9756,4,No,21,Outstanding,High,Medium,9,2,Best,5,0,0,3
30,No,Travel_Frequently,Research & Development,2,Masters,Technical Degree,1745,Very High,Female,Medium,Entry,Research Scientist,Low,Single,4968,0,No,16,Excellent,Very High,None,10,2,Better,9,7,0,7
24,No,Travel_Frequently,Human Resources,10,Bachelors,Medical,1746,Low,Male,High,Entry,Human Resources,Very High,Married,2145,0,No,14,Excellent,Very High,Low,3,2,Better,2,2,2,1
30,Yes,Travel_Frequently,Human Resources,8,Bachelors,Human Resources,1747,High,Female,Medium,Entry,Human Resources,Very High,Divorced,2180,6,No,11,Excellent,High,Low,6,0,Good,4,2,1,2
31,No,Travel_Rarely,Sales,5,Bachelors,Technical Degree,1749,Low,Male,High,Experienced,Sales Executive,High,Married,8346,1,No,19,Excellent,High,Low,6,3,Better,5,2,0,2
27,No,Travel_Rarely,Research & Development,8,Bachelors,Medical,1751,High,Female,High,Entry,Research Scientist,Very High,Single,3445,1,No,11,Excellent,High,None,6,5,Good,6,2,1,4
29,Yes,Travel_Rarely,Sales,9,Bachelors,Marketing,1752,Medium,Female,Low,Entry,Sales Representative,Medium,Single,2760,1,No,13,Excellent,High,None,2,3,Better,2,2,2,2
29,No,Travel_Frequently,Research & Development,1,Bachelors,Life Sciences,1753,Very High,Male,Very High,Experienced,Healthcare Representative,High,Single,6294,8,Yes,12,Excellent,Very High,None,10,5,Best,3,2,0,2
30,No,Travel_Rarely,Sales,15,College,Marketing,1754,High,Male,Medium,Senior,Sales Executive,Low,Divorced,7140,2,No,11,Excellent,Low,Low,12,2,Better,7,7,1,7
34,No,Travel_Rarely,Research & Development,2,Masters,Medical,1755,Very High,Male,Very High,Entry,Research Scientist,Very High,Married,2932,0,Yes,14,Excellent,Low,High,6,3,Better,5,0,1,2
33,No,Non-Travel,Sales,2,Bachelors,Marketing,1756,Very High,Female,High,Experienced,Sales Executive,Medium,Single,5147,8,No,15,Excellent,Very High,None,13,2,Good,11,7,1,7
49,No,Travel_Rarely,Sales,11,Masters,Marketing,1757,Very High,Female,High,Experienced,Sales Executive,Very High,Single,4507,3,No,12,Excellent,High,None,8,1,Best,5,1,0,4
33,Yes,Travel_Rarely,Sales,16,Bachelors,Life Sciences,1758,Low,Female,High,Senior,Sales Executive,Low,Single,8564,2,Yes,20,Outstanding,High,None,11,2,Good,0,0,0,0
38,No,Travel_Frequently,Research & Development,2,College,Medical,1760,High,Female,Medium,Entry,Laboratory Technician,Medium,Married,2468,4,No,14,Excellent,Medium,Low,9,4,Good,6,1,0,5
31,Yes,Travel_Rarely,Sales,16,Masters,Marketing,1761,Low,Male,High,Senior,Sales Executive,High,Married,8161,2,No,13,Excellent,Low,High,10,2,Better,1,0,0,0
29,No,Travel_Rarely,Research & Development,4,Bachelors,Technical Degree,1762,Very High,Female,Medium,Entry,Research Scientist,Low,Divorced,2109,1,No,13,Excellent,High,Low,1,2,Better,1,0,0,0
30,No,Travel_Rarely,Research & Development,16,Bachelors,Life Sciences,1763,High,Male,Very High,Experienced,Healthcare Representative,High,Married,5294,3,No,16,Excellent,High,Low,10,3,Better,7,0,1,7
32,No,Non-Travel,Research & Development,5,Masters,Technical Degree,1764,Medium,Male,High,Entry,Research Scientist,Medium,Single,2718,2,No,14,Excellent,Medium,None,12,3,Better,7,7,0,7
38,No,Travel_Rarely,Research & Development,18,Bachelors,Medical,1766,Medium,Male,Low,Experienced,Healthcare Representative,Very High,Married,5811,3,Yes,16,Excellent,High,Low,15,2,Better,1,0,1,0
43,Yes,Travel_Frequently,Research & Development,17,Bachelors,Technical Degree,1767,High,Male,Medium,Entry,Research Scientist,High,Married,2437,9,Yes,16,Excellent,Very High,Low,6,4,Better,1,0,0,0
42,No,Travel_Rarely,Research & Development,12,Bachelors,Medical,1768,Medium,Male,High,Entry,Laboratory Technician,Medium,Divorced,2766,8,No,22,Outstanding,Medium,High,7,6,Good,5,3,0,4
55,No,Travel_Rarely,Research & Development,2,Bachelors,Medical,1770,High,Male,Medium,Director,Research Director,Low,Married,19038,8,No,12,Excellent,Medium,High,34,2,Better,1,0,0,0
33,No,Non-Travel,Research & Development,4,Bachelors,Technical Degree,1771,Very High,Male,High,Experienced,Research Scientist,Medium,Divorced,3055,5,No,15,Excellent,Very High,Medium,11,2,Good,9,8,1,7
41,No,Travel_Rarely,Research & Development,9,Masters,Life Sciences,1772,High,Male,High,Entry,Laboratory Technician,Low,Divorced,2289,1,No,20,Outstanding,Medium,Medium,5,2,Better,5,3,0,4
34,No,Non-Travel,Sales,10,Bachelors,Life Sciences,1774,Very High,Male,High,Experienced,Sales Executive,High,Divorced,4001,1,Yes,14,Excellent,High,Low,15,3,Better,15,14,0,7
53,No,Non-Travel,Research & Development,1,Masters,Medical,1775,Low,Female,Medium,Manager,Manufacturing Director,High,Married,12965,4,Yes,20,Outstanding,Very High,High,27,2,Good,3,2,0,2
43,No,Travel_Rarely,Human Resources,2,Bachelors,Life Sciences,1778,Medium,Male,High,Entry,Human Resources,Very High,Single,3539,0,No,13,Excellent,Medium,None,10,5,Better,9,7,1,8
34,No,Travel_Rarely,Sales,3,College,Life Sciences,1779,Very High,Female,Low,Experienced,Sales Executive,Very High,Single,6029,5,No,12,Excellent,Low,None,6,3,Better,2,2,2,2
21,Yes,Travel_Rarely,Sales,7,Below College,Marketing,1780,Medium,Male,High,Entry,Sales Representative,Medium,Single,2679,1,No,13,Excellent,Medium,None,1,3,Better,1,0,1,0
38,No,Travel_Rarely,Research & Development,6,College,Other,1782,Very High,Female,Medium,Entry,Laboratory Technician,High,Married,3702,1,No,11,Excellent,Medium,Low,5,3,Better,5,4,0,4
22,Yes,Travel_Rarely,Research & Development,8,Below College,Medical,1783,High,Female,High,Entry,Laboratory Technician,Low,Married,2398,1,Yes,17,Excellent,High,None,1,6,Better,1,0,0,0
31,No,Travel_Rarely,Sales,29,Masters,Marketing,1784,Low,Female,Medium,Experienced,Sales Executive,Very High,Married,5468,1,No,14,Excellent,Low,Medium,13,3,Better,12,7,5,7
51,No,Travel_Rarely,Research & Development,3,Bachelors,Technical Degree,1786,Low,Female,High,Senior,Manager,High,Married,13116,2,No,11,Excellent,Very High,None,15,2,Better,2,2,2,2
37,No,Travel_Rarely,Sales,9,College,Marketing,1787,Medium,Male,Medium,Experienced,Sales Executive,Medium,Married,4189,1,No,14,Excellent,Low,Medium,5,2,Better,5,2,0,3
46,No,Travel_Rarely,Research & Development,2,Masters,Medical,1789,High,Male,High,Director,Research Director,Very High,Divorced,19328,7,Yes,17,Excellent,High,Low,24,3,Better,2,1,2,2
36,No,Travel_Rarely,Research & Development,10,Bachelors,Life Sciences,1790,Very High,Male,High,Senior,Healthcare Representative,Low,Married,8321,7,Yes,13,Excellent,Very High,Low,15,1,Better,12,8,5,7
44,Yes,Travel_Frequently,Research & Development,1,College,Medical,1792,High,Male,High,Entry,Research Scientist,Medium,Divorced,2342,1,Yes,12,Excellent,High,High,6,2,Good,5,3,2,3
37,No,Travel_Rarely,Human Resources,8,College,Other,1794,High,Male,High,Experienced,Human Resources,Medium,Divorced,4071,2,No,13,Excellent,High,None,19,4,Good,10,0,4,7
35,Yes,Travel_Rarely,Sales,27,Bachelors,Life Sciences,1797,High,Male,High,Experienced,Sales Executive,Very High,Single,5813,1,Yes,18,Excellent,Very High,None,10,2,Better,10,7,7,7
33,No,Travel_Rarely,Research & Development,8,Masters,Life Sciences,1798,Very High,Male,Very High,Entry,Research Scientist,Low,Married,3143,6,No,19,Excellent,Medium,Low,14,1,Better,10,8,7,6
28,No,Travel_Rarely,Research & Development,1,Bachelors,Life Sciences,1799,High,Male,High,Entry,Research Scientist,Very High,Married,2044,1,No,11,Excellent,High,Low,5,6,Best,5,3,0,3
39,No,Travel_Rarely,Research & Development,10,Below College,Medical,1800,High,Male,High,Senior,Research Director,High,Single,13464,7,No,21,Outstanding,High,None,9,3,Better,4,3,2,2
46,No,Non-Travel,Sales,26,College,Life Sciences,1801,Medium,Male,Medium,Experienced,Sales Executive,Medium,Single,7991,8,No,15,Excellent,High,None,6,3,Better,2,2,2,2
40,No,Travel_Rarely,Research & Development,2,College,Life Sciences,1802,High,Female,High,Entry,Laboratory Technician,Low,Married,3377,4,No,17,Excellent,Very High,Low,7,5,Good,4,3,0,2
42,No,Travel_Rarely,Research & Development,13,Bachelors,Medical,1803,Medium,Male,Very High,Experienced,Healthcare Representative,Low,Married,5538,5,No,18,Excellent,High,Medium,10,2,Good,0,0,0,0
35,No,Non-Travel,Research & Development,2,College,Medical,1804,Medium,Male,High,Experienced,Manufacturing Director,Very High,Divorced,5762,2,No,14,Excellent,High,Low,15,6,Better,7,7,1,7
38,No,Non-Travel,Human Resources,2,Bachelors,Human Resources,1805,Low,Male,High,Entry,Human Resources,Medium,Divorced,2592,5,No,13,Excellent,Very High,High,13,3,Better,11,10,3,8
34,Yes,Travel_Frequently,Research & Development,9,Masters,Life Sciences,1807,Very High,Male,High,Experienced,Laboratory Technician,Low,Married,5346,4,No,17,Excellent,High,Low,11,3,Good,7,1,0,7
37,Yes,Travel_Rarely,Research & Development,10,Masters,Medical,1809,Very High,Male,High,Experienced,Manufacturing Director,Low,Single,4213,1,No,15,Excellent,Medium,None,10,4,Bad,10,3,0,8
39,No,Travel_Frequently,Sales,20,Bachelors,Life Sciences,1812,High,Male,High,Experienced,Sales Executive,Very High,Divorced,4127,2,No,18,Excellent,Very High,Low,7,6,Better,2,1,2,2
43,No,Non-Travel,Research & Development,9,Bachelors,Life Sciences,1813,Low,Male,High,Entry,Research Scientist,High,Single,2438,4,No,13,Excellent,High,None,7,2,Good,3,2,1,2
41,No,Travel_Rarely,Research & Development,5,Bachelors,Life Sciences,1814,Medium,Male,Very High,Experienced,Healthcare Representative,Medium,Single,6870,3,No,12,Excellent,Low,None,11,3,Bad,3,2,1,2
41,No,Travel_Rarely,Sales,4,Below College,Marketing,1815,High,Female,High,Senior,Sales Executive,High,Divorced,10447,0,Yes,13,Excellent,Very High,Low,23,3,Best,22,14,13,5
30,No,Travel_Rarely,Research & Development,10,Bachelors,Medical,1816,Low,Female,High,Senior,Manufacturing Director,High,Single,9667,9,No,14,Excellent,Medium,None,9,3,Better,7,7,0,2
26,Yes,Travel_Rarely,Human Resources,20,College,Medical,1818,Very High,Female,High,Entry,Human Resources,Medium,Married,2148,0,Yes,11,Excellent,High,None,6,3,Better,5,1,1,4
46,Yes,Travel_Rarely,Research & Development,21,College,Medical,1821,Very High,Female,High,Experienced,Healthcare Representative,Medium,Married,8926,4,No,22,Outstanding,Very High,Low,13,2,Best,9,7,3,7
40,No,Travel_Rarely,Research & Development,1,Bachelors,Life Sciences,1822,High,Female,High,Experienced,Healthcare Representative,Very High,Divorced,6513,4,No,17,Excellent,Very High,Low,12,3,Better,5,3,0,3
34,No,Travel_Rarely,Sales,8,College,Technical Degree,1823,Medium,Male,Very High,Experienced,Sales Executive,High,Married,6799,1,No,21,Outstanding,High,Medium,10,5,Better,10,8,4,8
58,No,Non-Travel,Sales,2,Bachelors,Medical,1824,Medium,Male,High,Manager,Manager,Medium,Divorced,16291,4,No,22,Outstanding,Very High,Low,37,0,Good,16,9,14,14
35,No,Travel_Rarely,Research & Development,23,Masters,Medical,1826,Medium,Male,Low,Entry,Laboratory Technician,High,Married,2705,0,No,16,Excellent,Medium,Low,6,2,Best,5,4,0,3
47,No,Travel_Rarely,Research & Development,4,Bachelors,Life Sciences,1827,High,Female,Medium,Senior,Manufacturing Director,Medium,Divorced,10333,8,Yes,12,Excellent,High,Low,28,4,Better,22,11,14,10
40,No,Travel_Rarely,Research & Development,12,Bachelors,Life Sciences,1829,Medium,Female,High,Experienced,Healthcare Representative,Low,Divorced,4448,2,No,12,Excellent,Medium,Low,15,3,Better,7,4,7,7
54,No,Travel_Rarely,Research & Development,7,Masters,Medical,1830,Very High,Female,High,Experienced,Research Scientist,Very High,Married,6854,4,No,15,Excellent,Medium,Low,14,2,Good,7,1,1,7
31,No,Travel_Frequently,Sales,7,Masters,Marketing,1833,Low,Female,High,Senior,Sales Executive,Low,Married,9637,2,No,14,Excellent,Very High,Medium,9,3,Better,3,2,2,2
28,No,Travel_Rarely,Research & Development,1,Bachelors,Medical,1834,High,Female,High,Entry,Research Scientist,Low,Married,3591,1,No,25,Outstanding,High,Low,3,3,Better,3,2,1,2
38,No,Travel_Rarely,Sales,2,Masters,Marketing,1835,Medium,Female,Low,Experienced,Sales Representative,Very High,Married,5405,2,Yes,20,Outstanding,Low,Medium,20,4,Good,4,2,0,3
26,No,Travel_Rarely,Sales,10,Bachelors,Medical,1836,High,Male,High,Experienced,Sales Executive,Very High,Single,4684,1,No,13,Excellent,Low,None,5,4,Better,5,3,1,2
58,No,Travel_Frequently,Research & Development,15,Masters,Life Sciences,1837,Low,Male,High,Manager,Research Director,High,Married,15787,2,Yes,14,Excellent,Medium,None,23,3,Better,2,2,2,2
18,No,Non-Travel,Research & Development,14,Bachelors,Medical,1839,Medium,Female,High,Entry,Research Scientist,High,Single,1514,1,No,16,Excellent,High,None,0,4,Bad,0,0,0,0
31,Yes,Travel_Rarely,Human Resources,18,Doctorate,Human Resources,1842,Very High,Male,Very High,Entry,Human Resources,Low,Married,2956,0,No,17,Excellent,High,None,2,4,Better,1,0,0,0
29,Yes,Travel_Rarely,Human Resources,13,Bachelors,Human Resources,1844,Low,Male,Medium,Entry,Human Resources,Low,Divorced,2335,4,Yes,15,Excellent,Very High,High,4,3,Better,2,2,2,0
45,No,Non-Travel,Sales,2,Masters,Life Sciences,1845,High,Female,High,Experienced,Sales Executive,High,Married,5154,4,No,22,Outstanding,Medium,Medium,10,3,Best,8,7,5,7
36,No,Travel_Rarely,Research & Development,2,Masters,Other,1847,Very High,Female,High,Experienced,Research Scientist,Medium,Married,6962,4,Yes,22,Outstanding,Very High,Low,15,2,Better,1,0,0,0
43,No,Travel_Frequently,Sales,2,Masters,Life Sciences,1849,Low,Male,High,Experienced,Sales Executive,Very High,Married,5675,1,No,20,Outstanding,High,Low,7,5,Better,7,7,7,7
27,No,Travel_Frequently,Research & Development,5,College,Life Sciences,1850,Very High,Female,High,Entry,Laboratory Technician,Very High,Single,2379,0,Yes,14,Excellent,High,None,6,3,Good,5,4,0,2
29,No,Travel_Frequently,Research & Development,20,Below College,Medical,1852,Very High,Male,High,Entry,Laboratory Technician,Very High,Married,3812,1,No,13,Excellent,Medium,None,11,3,Best,11,8,3,10
32,No,Travel_Frequently,Sales,10,Masters,Marketing,1853,Very High,Male,High,Experienced,Sales Executive,Very High,Single,4648,8,No,13,Excellent,High,None,4,2,Best,0,0,0,0
42,No,Non-Travel,Research & Development,10,Masters,Technical Degree,1854,High,Male,High,Entry,Research Scientist,High,Married,2936,3,No,22,Outstanding,Medium,Medium,10,1,Good,6,3,3,3
47,No,Travel_Rarely,Research & Development,9,Masters,Life Sciences,1856,Medium,Female,High,Entry,Laboratory Technician,High,Single,2105,4,No,12,Excellent,High,None,7,2,Better,2,2,2,0
46,No,Travel_Rarely,Research & Development,2,College,Life Sciences,1857,Very High,Male,High,Senior,Manufacturing Director,Very High,Divorced,8578,3,No,14,Excellent,High,Low,12,4,Good,9,8,4,7
28,No,Non-Travel,Human Resources,1,College,Life Sciences,1858,High,Male,High,Entry,Human Resources,Very High,Divorced,2706,1,No,15,Excellent,Medium,Low,3,2,Better,3,2,2,2
29,No,Travel_Rarely,Research & Development,29,Below College,Life Sciences,1859,Very High,Male,Low,Experienced,Healthcare Representative,High,Divorced,6384,8,No,17,Excellent,Very High,Medium,11,3,Better,7,0,1,6
42,No,Travel_Rarely,Research & Development,8,Bachelors,Life Sciences,1860,Very High,Male,High,Entry,Laboratory Technician,High,Single,3968,4,No,13,Excellent,Very High,None,8,3,Better,0,0,0,0
32,Yes,Travel_Rarely,Sales,2,Masters,Marketing,1862,High,Male,Medium,Experienced,Sales Executive,Medium,Single,9907,7,Yes,12,Excellent,High,None,7,3,Good,2,2,2,2
46,No,Travel_Rarely,Sales,3,Bachelors,Technical Degree,1863,Low,Female,Very High,Manager,Sales Executive,Low,Divorced,13225,2,No,12,Excellent,Very High,Low,25,5,Better,19,17,2,8
27,No,Travel_Rarely,Sales,23,Below College,Medical,1864,Medium,Female,Medium,Experienced,Sales Representative,High,Married,3540,1,No,21,Outstanding,Very High,Low,9,5,Better,9,8,5,8
29,No,Travel_Rarely,Human Resources,6,Below College,Medical,1865,Very High,Male,Medium,Entry,Human Resources,Medium,Married,2804,1,No,11,Excellent,Very High,None,1,3,Better,1,0,0,0
43,No,Travel_Rarely,Research & Development,6,Bachelors,Medical,1866,Low,Female,Medium,Director,Manager,High,Married,19392,7,No,13,Excellent,Very High,None,21,2,Better,16,12,6,14
48,No,Travel_Rarely,Research & Development,10,Bachelors,Life Sciences,1867,Very High,Male,Medium,Director,Research Director,Medium,Married,19665,4,No,12,Excellent,Very High,None,29,3,Better,22,10,12,9
29,Yes,Travel_Frequently,Research & Development,24,College,Life Sciences,1868,Very High,Male,Medium,Entry,Research Scientist,Very High,Single,2439,1,Yes,24,Outstanding,Medium,None,1,3,Good,1,0,1,0
46,Yes,Travel_Rarely,Sales,10,Bachelors,Life Sciences,1869,High,Female,High,Senior,Sales Executive,Medium,Married,7314,5,No,21,Outstanding,High,High,14,2,Better,8,7,0,7
27,No,Travel_Frequently,Research & Development,15,Bachelors,Life Sciences,1870,Very High,Female,Medium,Entry,Research Scientist,Low,Married,4774,0,No,19,Excellent,Very High,Low,8,2,Good,7,6,7,3
39,No,Travel_Rarely,Research & Development,19,Masters,Other,1871,Very High,Male,High,Experienced,Research Scientist,Very High,Divorced,3902,8,No,14,Excellent,Medium,High,7,2,Better,2,2,2,2
55,No,Travel_Rarely,Research & Development,2,Masters,Technical Degree,1873,Medium,Male,Medium,Entry,Research Scientist,Very High,Married,2662,8,No,20,Outstanding,Medium,Low,19,2,Best,5,2,0,4
28,No,Travel_Rarely,Sales,3,Bachelors,Medical,1875,Medium,Female,High,Entry,Sales Representative,Medium,Married,2856,1,No,19,Excellent,Very High,Low,1,3,Better,1,0,0,0
30,Yes,Travel_Rarely,Sales,9,Bachelors,Medical,1876,Medium,Male,High,Entry,Sales Representative,Very High,Single,1081,1,No,13,Excellent,High,None,1,3,Good,1,0,0,0
22,Yes,Travel_Rarely,Research & Development,7,Below College,Life Sciences,1878,Very High,Male,High,Entry,Research Scientist,Medium,Single,2472,1,Yes,23,Outstanding,Low,None,1,2,Better,1,0,0,0
36,No,Travel_Rarely,Sales,10,Masters,Technical Degree,1880,Medium,Female,Medium,Experienced,Sales Executive,High,Married,5673,1,Yes,13,Excellent,Low,Low,10,4,Better,10,9,1,7
31,No,Travel_Rarely,Research & Development,20,Bachelors,Life Sciences,1881,Medium,Male,High,Experienced,Laboratory Technician,High,Divorced,4197,1,No,11,Excellent,Low,Low,10,2,Better,10,8,0,2
34,No,Travel_Rarely,Sales,4,Bachelors,Life Sciences,1882,High,Male,High,Senior,Sales Executive,Very High,Married,9713,2,Yes,13,Excellent,Very High,High,9,3,Better,5,3,1,0
29,No,Travel_Rarely,Research & Development,7,Bachelors,Life Sciences,1883,Very High,Male,High,Entry,Laboratory Technician,Low,Single,2062,3,No,14,Excellent,Medium,None,11,2,Better,3,2,1,2
37,No,Travel_Rarely,Research & Development,7,Masters,Medical,1885,Very High,Male,High,Experienced,Research Scientist,Low,Married,4284,5,Yes,22,Outstanding,High,Low,16,2,Better,5,3,0,4
35,No,Travel_Rarely,Research & Development,16,College,Other,1886,Very High,Female,Medium,Experienced,Manufacturing Director,Medium,Married,4788,0,Yes,11,Excellent,Very High,None,4,2,Better,3,2,0,2
